Bait	Prey	#Rep	AvgP	BFDR
iPS_WTc11	O14980	4	0.4319	0.3644
K22	O14980	4	0.5037	0.2928
P9	O14980	4	0.6124	0.2154
RBM20	O14980	1	0.7754	0.0826
TetOn-BAG3	O14980	4	0.4797	0.3419
P9	O15033	4	0.2500	0.4623
A4	O15042	4	0.4095	0.3768
C10	O15042	4	0.4012	0.3815
homo+Bort	O15042	4	0.4783	0.3429
homo+DMSO	O15042	4	0.8364	0.0440
HSPB7	O15042	4	0.2443	0.5304
iPS_A4	O15042	4	0.6139	0.2141
iPS_C10	O15042	4	0.9040	0.0146
iPS_K22	O15042	4	0.6019	0.2226
iPS_P9	O15042	4	0.7479	0.1401
iPS_WTc11	O15042	4	0.8565	0.0358
K22	O15042	4	0.0972	0.5845
P9	O15042	4	0.6317	0.2025
RBM20	O15042	1	0.9198	0.0103
TetOn-BAG3	O15042	4	0.3639	0.4016
A4	O15083	4	0.2500	0.4623
C10	O15083	4	0.2500	0.4623
iPS_C10	O15083	4	0.2500	0.4623
A4	O15090	4	0.2944	0.4400
homo+Bort	O15090	4	0.2500	0.4623
iPS_A4	O15090	4	0.3804	0.3926
iPS_C10	O15090	4	0.5000	0.2946
iPS_K22	O15090	4	0.0418	0.6117
iPS_P9	O15090	4	0.2500	0.4623
K22	O15090	4	0.2500	0.4623
P9	O15090	4	0.2500	0.4623
RBM20	O15090	1	1.0000	0.0000
TetOn-BAG3	O15090	4	0.0836	0.5898
A4	O15160	4	0.2500	0.4623
C10	O15160	4	0.2500	0.4623
iPS_A4	O15160	4	0.5000	0.2946
iPS_C10	O15160	4	0.7495	0.1371
iPS_K22	O15160	4	0.4991	0.3281
iPS_P9	O15160	4	0.2500	0.4623
K22	O15160	4	0.2500	0.4623
A4	O15235	4	0.0340	0.6149
iPS_C10	O15235	4	0.0455	0.6102
iPS_WTc11	O15235	4	0.0596	0.6027
K22	O15235	4	0.2940	0.4405
P9	O15235	4	0.2436	0.5311
TetOn-BAG3	O15235	4	0.1860	0.5539
A4	O15347	4	0.2108	0.5452
homo+Bort	O15347	4	0.2162	0.5429
homo+DMSO	O15347	4	0.4584	0.3522
HSPB7	O15347	4	0.3264	0.4219
iPS_A4	O15347	4	0.5768	0.2387
iPS_C10	O15347	4	0.7303	0.1516
iPS_K22	O15347	4	0.2480	0.5272
iPS_P9	O15347	4	0.7514	0.1000
iPS_WTc11	O15347	4	0.5319	0.2735
K22	O15347	4	0.2335	0.5362
P9	O15347	4	0.3214	0.4250
TetOn-BAG3	O15347	4	0.2727	0.4519
C10	O15371	4	0.0235	0.6183
iPS_A4	O15371	4	0.2578	0.4590
iPS_C10	O15371	4	0.3383	0.4159
iPS_K22	O15371	4	0.0244	0.6180
iPS_P9	O15371	4	0.0477	0.6093
iPS_WTc11	O15371	4	0.0924	0.5864
K22	O15371	4	0.0180	0.6200
TetOn-BAG3	O15371	4	0.0677	0.5975
A4	O15372	4	0.2053	0.5472
C10	O15372	4	0.4579	0.3525
homo+Bort	O15372	4	0.1097	0.5795
homo+DMSO	O15372	4	0.4669	0.3484
HSPB7	O15372	4	0.6560	0.1888
iPS_A4	O15372	4	0.5635	0.2490
iPS_C10	O15372	4	0.7270	0.1528
iPS_K22	O15372	4	0.5262	0.2774
iPS_P9	O15372	4	0.6667	0.1836
iPS_WTc11	O15372	4	0.4147	0.3743
K22	O15372	4	0.0974	0.5844
P9	O15372	4	0.2510	0.4620
RBM20	O15372	1	0.3272	0.4215
TetOn-BAG3	O15372	4	0.1763	0.5573
C10	O15397	4	0.0861	0.5887
homo+Bort	O15397	4	0.1841	0.5546
homo+DMSO	O15397	4	0.1202	0.5749
HSPB7	O15397	4	0.1121	0.5783
iPS_A4	O15397	4	0.2455	0.5297
iPS_C10	O15397	4	0.3303	0.4197
iPS_K22	O15397	4	0.2670	0.4544
iPS_P9	O15397	4	0.1241	0.5737
iPS_WTc11	O15397	4	0.1160	0.5766
P9	O15397	4	0.1805	0.5560
TetOn-BAG3	O15397	4	0.0326	0.6155
A4	O15484	4	0.5000	0.2946
C10	O15484	4	0.5000	0.2946
homo+Bort	O15484	4	0.2500	0.4623
homo+DMSO	O15484	4	0.2500	0.4623
iPS_A4	O15484	4	0.7500	0.1017
iPS_C10	O15484	4	0.5000	0.2946
iPS_K22	O15484	4	0.5000	0.2946
iPS_P9	O15484	4	0.5000	0.2946
iPS_WTc11	O15484	4	0.5000	0.2946
K22	O15484	4	0.4999	0.3244
P9	O15484	4	0.4830	0.3399
TetOn-BAG3	O15484	4	0.5000	0.2946
A4	O15553	4	0.1594	0.5622
C10	O15553	4	0.3847	0.3905
homo+Bort	O15553	4	0.2389	0.5336
homo+DMSO	O15553	4	0.6757	0.1783
HSPB7	O15553	4	0.6823	0.1751
iPS_A4	O15553	4	0.7020	0.1652
iPS_C10	O15553	4	0.5179	0.2836
iPS_K22	O15553	4	0.2287	0.5380
iPS_P9	O15553	4	0.5566	0.2553
iPS_WTc11	O15553	4	0.4527	0.3551
K22	O15553	4	0.2441	0.5307
P9	O15553	4	0.2989	0.4376
RBM20	O15553	1	0.9816	0.0017
TetOn-BAG3	O15553	4	0.4801	0.3417
A4	O43143	4	0.1985	0.5497
C10	O43143	4	0.2268	0.5387
homo+Bort	O43143	4	0.1609	0.5617
homo+DMSO	O43143	4	0.0802	0.5912
HSPB7	O43143	4	0.3308	0.4195
iPS_A4	O43143	4	0.4710	0.3465
iPS_C10	O43143	4	0.5349	0.2711
iPS_K22	O43143	4	0.3187	0.4263
iPS_P9	O43143	4	0.4011	0.3815
iPS_WTc11	O43143	4	0.6277	0.2048
K22	O43143	4	0.0949	0.5856
P9	O43143	4	0.4676	0.3480
RBM20	O43143	1	0.1449	0.5666
TetOn-BAG3	O43143	4	0.1321	0.5711
iPS_A4	O43167	4	0.7500	0.1017
iPS_C10	O43167	4	0.5000	0.2946
iPS_K22	O43167	4	0.7500	0.1017
iPS_P9	O43167	4	0.5000	0.2946
iPS_WTc11	O43167	4	0.2500	0.4623
HSPB7	O43175	4	0.2500	0.4623
iPS_A4	O43175	4	0.5000	0.2946
iPS_C10	O43175	4	0.7500	0.1017
iPS_K22	O43175	4	0.2500	0.4623
iPS_P9	O43175	4	0.7500	0.1017
iPS_WTc11	O43175	4	0.7500	0.1017
P9	O43175	4	0.3974	0.3835
A4	O43242	4	0.3572	0.4057
C10	O43242	4	0.7099	0.1618
homo+Bort	O43242	4	0.2907	0.4424
homo+DMSO	O43242	4	0.3979	0.3833
HSPB7	O43242	4	0.4108	0.3760
iPS_A4	O43242	4	0.6595	0.1867
iPS_C10	O43242	4	0.8654	0.0307
iPS_K22	O43242	4	0.7772	0.0808
iPS_P9	O43242	4	0.7723	0.0848
iPS_WTc11	O43242	4	0.8250	0.0494
K22	O43242	4	0.6205	0.2089
P9	O43242	4	0.7360	0.1488
TetOn-BAG3	O43242	4	0.3517	0.4084
C10	O43247	4	0.2500	0.4623
homo+DMSO	O43247	4	0.2393	0.5334
iPS_C10	O43247	4	0.2500	0.4623
K22	O43247	4	0.2449	0.5300
TetOn-BAG3	O43247	4	0.2500	0.4623
homo+Bort	O43278	4	0.2473	0.5279
iPS_K22	O43278	4	0.2500	0.4623
P9	O43278	4	0.2500	0.4623
A4	O43290	4	0.4454	0.3581
C10	O43290	4	0.4106	0.3761
homo+Bort	O43290	4	0.3664	0.4004
homo+DMSO	O43290	4	0.3064	0.4334
HSPB7	O43290	4	0.2352	0.5353
iPS_A4	O43290	4	0.4605	0.3512
iPS_C10	O43290	4	0.5259	0.2779
iPS_K22	O43290	4	0.4331	0.3639
iPS_P9	O43290	4	0.5677	0.2458
iPS_WTc11	O43290	4	0.3607	0.4039
K22	O43290	4	0.2460	0.5293
P9	O43290	4	0.5333	0.2724
TetOn-BAG3	O43290	4	0.2725	0.4520
A4	O43306	4	0.3114	0.4305
C10	O43306	4	0.4098	0.3766
homo+DMSO	O43306	4	0.2232	0.5400
iPS_A4	O43306	4	0.3534	0.4075
iPS_C10	O43306	4	0.3610	0.4037
iPS_K22	O43306	4	0.3721	0.3970
iPS_P9	O43306	4	0.5536	0.2580
iPS_WTc11	O43306	4	0.4001	0.3822
K22	O43306	4	0.3945	0.3853
TetOn-BAG3	O43306	4	0.3803	0.3927
homo+Bort	O43320	4	0.2500	0.4623
iPS_K22	O43320	4	0.2500	0.4623
iPS_P9	O43320	4	0.2500	0.4623
P9	O43320	4	0.2500	0.4623
TetOn-BAG3	O43320	4	0.2500	0.4623
A4	O43324	4	0.2500	0.4623
C10	O43324	4	0.2500	0.4623
homo+Bort	O43324	4	0.2500	0.4623
homo+DMSO	O43324	4	0.5000	0.2946
iPS_A4	O43324	4	0.2500	0.4623
iPS_K22	O43324	4	0.2500	0.4623
iPS_P9	O43324	4	0.2500	0.4623
iPS_WTc11	O43324	4	0.2500	0.4623
K22	O43324	4	0.2500	0.4623
P9	O43324	4	0.2500	0.4623
A4	O43390	4	0.3875	0.3888
C10	O43390	4	0.2136	0.5440
homo+Bort	O43390	4	0.4218	0.3703
homo+DMSO	O43390	4	0.4045	0.3791
HSPB7	O43390	4	0.4126	0.3750
iPS_A4	O43390	4	0.4870	0.3380
iPS_C10	O43390	4	0.4671	0.3482
iPS_K22	O43390	4	0.4022	0.3806
iPS_P9	O43390	4	0.3476	0.4107
iPS_WTc11	O43390	4	0.5441	0.2647
K22	O43390	4	0.2388	0.5337
P9	O43390	4	0.3589	0.4048
TetOn-BAG3	O43390	4	0.3743	0.3960
A4	O43427	4	0.2475	0.5277
C10	O43427	4	0.2481	0.5270
HSPB7	O43427	4	0.0678	0.5973
iPS_C10	O43427	4	0.2491	0.5250
K22	O43427	4	0.4075	0.3776
P9	O43427	4	0.0500	0.6080
A4	O43615	4	0.2500	0.4623
C10	O43615	4	0.3174	0.4272
homo+Bort	O43615	4	0.5000	0.2946
homo+DMSO	O43615	4	0.2500	0.4623
iPS_A4	O43615	4	0.2473	0.5279
iPS_C10	O43615	4	0.2443	0.5304
iPS_K22	O43615	4	0.2500	0.4623
iPS_P9	O43615	4	0.7499	0.1346
iPS_WTc11	O43615	4	0.2500	0.4623
K22	O43615	4	0.2500	0.4623
P9	O43615	4	0.7475	0.1406
TetOn-BAG3	O43615	4	0.5000	0.2946
C10	O43707	4	0.3817	0.3920
homo+Bort	O43707	4	0.1013	0.5827
homo+DMSO	O43707	4	0.0460	0.6100
HSPB7	O43707	4	0.2500	0.4623
iPS_A4	O43707	4	0.2500	0.4623
iPS_C10	O43707	4	0.4817	0.3406
iPS_K22	O43707	4	0.2500	0.4623
iPS_P9	O43707	4	0.2500	0.4623
iPS_WTc11	O43707	4	0.2493	0.5243
K22	O43707	4	0.2939	0.4405
P9	O43707	4	0.2499	0.5199
RBM20	O43707	1	1.0000	0.0000
C10	O43719	4	0.2500	0.4623
homo+Bort	O43719	4	0.2500	0.4623
HSPB7	O43719	4	0.2500	0.4623
iPS_A4	O43719	4	0.4998	0.3258
iPS_C10	O43719	4	0.2500	0.4623
P9	O43719	4	0.2500	0.4623
A4	O43809	4	0.4966	0.3316
C10	O43809	4	0.5366	0.2696
homo+Bort	O43809	4	0.3964	0.3843
homo+DMSO	O43809	4	0.4457	0.3579
HSPB7	O43809	4	0.5293	0.2749
iPS_A4	O43809	4	0.3353	0.4171
iPS_C10	O43809	4	0.4978	0.3299
iPS_K22	O43809	4	0.4728	0.3455
iPS_P9	O43809	4	0.5103	0.2882
iPS_WTc11	O43809	4	0.4775	0.3434
K22	O43809	4	0.5529	0.2585
P9	O43809	4	0.5477	0.2623
RBM20	O43809	1	0.6526	0.1903
TetOn-BAG3	O43809	4	0.5091	0.2888
A4	O43852	4	0.2298	0.5376
C10	O43852	4	0.6602	0.1863
homo+Bort	O43852	4	0.3046	0.4346
homo+DMSO	O43852	4	0.3983	0.3831
HSPB7	O43852	4	0.3961	0.3845
iPS_A4	O43852	4	0.2069	0.5467
iPS_C10	O43852	4	0.1059	0.5810
iPS_K22	O43852	4	0.1136	0.5776
iPS_P9	O43852	4	0.3580	0.4052
iPS_WTc11	O43852	4	0.2189	0.5417
K22	O43852	4	0.3507	0.4089
P9	O43852	4	0.7008	0.1659
RBM20	O43852	1	0.7016	0.1655
TetOn-BAG3	O43852	4	0.3640	0.4015
A4	O43913	4	0.5000	0.2946
C10	O43913	4	0.2500	0.4623
homo+Bort	O43913	4	0.2500	0.4623
homo+DMSO	O43913	4	0.2500	0.4623
HSPB7	O43913	4	0.2500	0.4623
iPS_A4	O43913	4	0.2500	0.4623
iPS_C10	O43913	4	0.5000	0.2946
iPS_K22	O43913	4	0.5000	0.2946
iPS_P9	O43913	4	0.2500	0.4623
iPS_WTc11	O43913	4	0.5000	0.2946
P9	O43913	4	0.5000	0.2946
RBM20	O43913	1	1.0000	0.0000
A4	O43920	4	0.2316	0.5369
C10	O43920	4	0.0627	0.6006
homo+Bort	O43920	4	0.5000	0.2946
iPS_A4	O43920	4	0.0500	0.6080
iPS_C10	O43920	4	0.0477	0.6093
iPS_P9	O43920	4	0.0204	0.6192
P9	O43920	4	0.0704	0.5958
TetOn-BAG3	O43920	4	0.2369	0.5345
homo+DMSO	O60229	4	0.2500	0.4623
iPS_A4	O60229	4	0.1093	0.5797
iPS_C10	O60229	4	0.2500	0.4623
iPS_P9	O60229	4	0.2500	0.4623
iPS_WTc11	O60229	4	0.2407	0.5328
TetOn-BAG3	O60229	4	0.2500	0.4623
A4	O60256	4	0.4985	0.3293
C10	O60256	4	0.4228	0.3695
homo+DMSO	O60256	4	0.1315	0.5714
HSPB7	O60256	4	0.5302	0.2741
iPS_A4	O60256	4	0.5000	0.2946
iPS_C10	O60256	4	0.7500	0.1017
iPS_K22	O60256	4	0.7500	0.1017
iPS_P9	O60256	4	0.7500	0.1017
iPS_WTc11	O60256	4	0.7500	0.1017
K22	O60256	4	0.1462	0.5662
P9	O60256	4	0.2500	0.4623
iPS_A4	O60264	4	0.4799	0.3418
iPS_C10	O60264	4	0.2500	0.4623
iPS_K22	O60264	4	0.2500	0.4623
iPS_P9	O60264	4	0.5000	0.2946
iPS_WTc11	O60264	4	0.2500	0.4623
A4	O60271	4	0.0129	0.6214
P9	O60271	4	0.0027	0.6245
iPS_P9	O60282	4	0.2500	0.4623
C10	O60284	4	0.2500	0.4623
HSPB7	O60284	4	0.2500	0.4623
iPS_A4	O60284	4	0.2500	0.4623
iPS_WTc11	O60284	4	0.2500	0.4623
TetOn-BAG3	O60284	4	0.2500	0.4623
A4	O60294	4	0.1289	0.5723
homo+Bort	O60294	4	0.2204	0.5411
HSPB7	O60294	4	0.2500	0.4623
iPS_A4	O60294	4	0.2402	0.5331
iPS_K22	O60294	4	0.2500	0.4623
iPS_P9	O60294	4	0.1112	0.5787
iPS_WTc11	O60294	4	0.2672	0.4543
P9	O60294	4	0.2419	0.5323
TetOn-BAG3	O60294	4	0.0816	0.5905
A4	O60296	4	0.0578	0.6039
C10	O60296	4	0.2484	0.5265
homo+Bort	O60296	4	0.1904	0.5524
homo+DMSO	O60296	4	0.2500	0.4623
HSPB7	O60296	4	0.2500	0.4623
iPS_A4	O60296	4	0.2497	0.5224
iPS_P9	O60296	4	0.2500	0.4623
iPS_WTc11	O60296	4	0.2429	0.5317
C10	O60336	4	0.0777	0.5923
homo+DMSO	O60336	4	0.0681	0.5971
iPS_C10	O60336	4	0.2019	0.5486
iPS_P9	O60336	4	0.2500	0.4623
A4	O60487	4	0.2500	0.4623
HSPB7	O60487	4	0.2500	0.4623
P9	O60487	4	0.2500	0.4623
TetOn-BAG3	O60487	4	0.2500	0.4623
A4	O60488	4	0.2500	0.4623
homo+Bort	O60488	4	0.2500	0.4623
iPS_A4	O60488	4	0.2500	0.4623
A4	O60506	4	0.3744	0.3959
C10	O60506	4	0.4556	0.3537
homo+Bort	O60506	4	0.2321	0.5366
homo+DMSO	O60506	4	0.2434	0.5313
HSPB7	O60506	4	0.1992	0.5495
iPS_A4	O60506	4	0.3424	0.4135
iPS_C10	O60506	4	0.6380	0.1983
iPS_K22	O60506	4	0.3492	0.4096
iPS_P9	O60506	4	0.4522	0.3554
iPS_WTc11	O60506	4	0.3966	0.3842
K22	O60506	4	0.2627	0.4567
P9	O60506	4	0.2745	0.4507
RBM20	O60506	1	0.5627	0.2495
TetOn-BAG3	O60506	4	0.2365	0.5347
A4	O60507	4	0.2500	0.4623
C10	O60507	4	0.2500	0.4623
homo+Bort	O60507	4	0.2500	0.4623
homo+DMSO	O60507	4	0.2500	0.4623
HSPB7	O60507	4	0.2500	0.4623
iPS_A4	O60507	4	0.2500	0.4623
iPS_C10	O60507	4	0.2500	0.4623
iPS_K22	O60507	4	0.2500	0.4623
iPS_WTc11	O60507	4	0.2500	0.4623
K22	O60507	4	0.2500	0.4623
P9	O60507	4	0.2500	0.4623
A4	O60547	4	0.0604	0.6022
C10	O60547	4	0.1282	0.5725
homo+DMSO	O60547	4	0.0779	0.5921
HSPB7	O60547	4	0.2994	0.4373
K22	O60547	4	0.0878	0.5882
P9	O60547	4	0.2937	0.4407
TetOn-BAG3	O60547	4	0.1611	0.5616
A4	O60568	4	0.2496	0.5233
C10	O60568	4	0.2499	0.5199
homo+Bort	O60568	4	0.2500	0.4623
K22	O60568	4	0.2500	0.4623
P9	O60568	4	0.2491	0.5250
A4	O60583	4	0.4785	0.3427
C10	O60583	4	0.2898	0.4428
homo+Bort	O60583	4	0.2499	0.5199
homo+DMSO	O60583	4	0.2378	0.5342
HSPB7	O60583	4	0.2676	0.4539
iPS_A4	O60583	4	0.4278	0.3669
iPS_C10	O60583	4	0.2639	0.4559
iPS_K22	O60583	4	0.3172	0.4273
iPS_P9	O60583	4	0.4135	0.3747
iPS_WTc11	O60583	4	0.2122	0.5446
K22	O60583	4	0.2815	0.4474
P9	O60583	4	0.2498	0.5214
RBM20	O60583	1	0.2622	0.4569
TetOn-BAG3	O60583	4	0.2520	0.4616
A4	O60610	4	0.3407	0.4143
C10	O60610	4	0.3361	0.4167
homo+Bort	O60610	4	0.4302	0.3655
homo+DMSO	O60610	4	0.3754	0.3955
HSPB7	O60610	4	0.4852	0.3391
iPS_A4	O60610	4	0.2456	0.5296
iPS_C10	O60610	4	0.4067	0.3779
iPS_K22	O60610	4	0.4396	0.3609
iPS_P9	O60610	4	0.5714	0.2432
iPS_WTc11	O60610	4	0.3809	0.3924
K22	O60610	4	0.3706	0.3979
P9	O60610	4	0.3553	0.4066
RBM20	O60610	1	0.9556	0.0050
TetOn-BAG3	O60610	4	0.3406	0.4145
A4	O60673	4	0.2500	0.4623
homo+Bort	O60673	4	0.5000	0.2946
HSPB7	O60673	4	0.2500	0.4623
iPS_K22	O60673	4	0.2500	0.4623
iPS_P9	O60673	4	0.2500	0.4623
P9	O60673	4	0.2500	0.4623
TetOn-BAG3	O60673	4	0.2500	0.4623
A4	O60721	4	0.2125	0.5445
C10	O60721	4	0.4319	0.3644
homo+Bort	O60721	4	0.2500	0.4623
iPS_A4	O60721	4	0.3019	0.4359
iPS_C10	O60721	4	0.7500	0.1017
iPS_K22	O60721	4	0.4572	0.3529
iPS_P9	O60721	4	0.7500	0.1017
iPS_WTc11	O60721	4	0.5000	0.2946
K22	O60721	4	0.2500	0.4623
P9	O60721	4	0.4999	0.3244
TetOn-BAG3	O60721	4	0.2500	0.4623
A4	O60739	4	0.5000	0.2946
C10	O60739	4	0.1862	0.5538
homo+DMSO	O60739	4	0.3110	0.4308
HSPB7	O60739	4	0.2792	0.4487
iPS_A4	O60739	4	0.4129	0.3749
iPS_C10	O60739	4	0.8092	0.0578
iPS_K22	O60739	4	0.6078	0.2181
iPS_P9	O60739	4	0.2883	0.4439
iPS_WTc11	O60739	4	0.5563	0.2555
K22	O60739	4	0.0141	0.6210
P9	O60739	4	0.5000	0.2946
RBM20	O60739	1	1.0000	0.0000
TetOn-BAG3	O60739	4	0.5000	0.2946
C10	O60762	4	0.1671	0.5598
homo+Bort	O60762	4	0.0774	0.5925
homo+DMSO	O60762	4	0.0719	0.5950
iPS_A4	O60762	4	0.0737	0.5943
iPS_C10	O60762	4	0.0126	0.6215
iPS_K22	O60762	4	0.1517	0.5646
iPS_P9	O60762	4	0.0711	0.5955
iPS_WTc11	O60762	4	0.0947	0.5857
P9	O60762	4	0.1022	0.5825
RBM20	O60762	1	0.2652	0.4554
C10	O60763	4	0.2500	0.4623
iPS_A4	O60763	4	0.2500	0.4623
iPS_C10	O60763	4	0.7456	0.1422
iPS_K22	O60763	4	0.2500	0.4623
iPS_P9	O60763	4	0.7726	0.0843
P9	O60763	4	0.2500	0.4623
A4	O60841	4	0.6032	0.2214
C10	O60841	4	0.7165	0.1582
homo+Bort	O60841	4	0.5161	0.2847
homo+DMSO	O60841	4	0.5200	0.2824
HSPB7	O60841	4	0.4255	0.3681
iPS_A4	O60841	4	0.5403	0.2669
iPS_C10	O60841	4	0.7873	0.0734
iPS_K22	O60841	4	0.7512	0.1004
iPS_P9	O60841	4	0.7803	0.0783
iPS_WTc11	O60841	4	0.4873	0.3378
K22	O60841	4	0.7770	0.0813
P9	O60841	4	0.7631	0.0911
RBM20	O60841	1	0.8269	0.0484
TetOn-BAG3	O60841	4	0.5772	0.2383
A4	O60869	4	0.5721	0.2426
C10	O60869	4	0.6100	0.2165
homo+Bort	O60869	4	0.6936	0.1696
homo+DMSO	O60869	4	0.4960	0.3323
HSPB7	O60869	4	0.5067	0.2906
iPS_A4	O60869	4	0.6207	0.2087
iPS_C10	O60869	4	0.7510	0.1006
iPS_K22	O60869	4	0.7367	0.1483
iPS_P9	O60869	4	0.7718	0.0855
iPS_WTc11	O60869	4	0.3903	0.3875
K22	O60869	4	0.4670	0.3483
P9	O60869	4	0.6206	0.2088
RBM20	O60869	1	0.7953	0.0680
TetOn-BAG3	O60869	4	0.4198	0.3714
A4	O60880	4	0.0639	0.5999
C10	O60880	4	0.0269	0.6173
homo+Bort	O60880	4	0.4365	0.3624
homo+DMSO	O60880	4	0.0764	0.5929
iPS_C10	O60880	4	0.2498	0.5214
iPS_K22	O60880	4	0.4970	0.3310
iPS_P9	O60880	4	0.4813	0.3409
K22	O60880	4	0.1007	0.5832
P9	O60880	4	0.0551	0.6054
A4	O60884	4	0.2500	0.4623
C10	O60884	4	0.5708	0.2436
homo+Bort	O60884	4	0.5000	0.2946
homo+DMSO	O60884	4	0.2500	0.4623
iPS_A4	O60884	4	0.5000	0.2946
iPS_C10	O60884	4	1.0000	0.0000
iPS_K22	O60884	4	0.7482	0.1395
iPS_P9	O60884	4	0.2500	0.4623
iPS_WTc11	O60884	4	0.5000	0.2946
K22	O60884	4	0.2500	0.4623
P9	O60884	4	0.2500	0.4623
TetOn-BAG3	O60884	4	0.4873	0.3378
A4	O75052	4	0.2981	0.4381
C10	O75052	4	0.1311	0.5715
homo+Bort	O75052	4	0.2459	0.5294
HSPB7	O75052	4	0.1342	0.5704
iPS_A4	O75052	4	0.2923	0.4417
iPS_C10	O75052	4	0.3046	0.4346
iPS_K22	O75052	4	0.2122	0.5446
iPS_P9	O75052	4	0.2017	0.5486
K22	O75052	4	0.0689	0.5964
P9	O75052	4	0.2152	0.5433
TetOn-BAG3	O75052	4	0.2336	0.5362
A4	O75077	4	0.7500	0.1017
C10	O75077	4	0.2500	0.4623
homo+DMSO	O75077	4	0.2500	0.4623
iPS_C10	O75077	4	0.5000	0.2946
iPS_K22	O75077	4	0.2500	0.4623
P9	O75077	4	0.2500	0.4623
RBM20	O75077	1	1.0000	0.0000
TetOn-BAG3	O75077	4	0.2500	0.4623
A4	O75093	4	0.2408	0.5328
C10	O75093	4	0.2433	0.5314
iPS_C10	O75093	4	0.2500	0.4623
iPS_P9	O75093	4	0.5000	0.2946
A4	O75112	4	0.7866	0.0741
C10	O75112	4	0.7583	0.0946
homo+Bort	O75112	4	0.8886	0.0209
homo+DMSO	O75112	4	0.7583	0.0946
HSPB7	O75112	4	0.4682	0.3476
K22	O75112	4	0.4152	0.3740
P9	O75112	4	0.4701	0.3470
TetOn-BAG3	O75112	4	0.9807	0.0018
A4	O75122	4	0.3074	0.4329
C10	O75122	4	0.4717	0.3461
homo+Bort	O75122	4	0.1575	0.5630
homo+DMSO	O75122	4	0.1724	0.5582
HSPB7	O75122	4	0.4729	0.3454
iPS_A4	O75122	4	0.1845	0.5545
iPS_C10	O75122	4	0.0671	0.5978
iPS_P9	O75122	4	0.0541	0.6058
iPS_WTc11	O75122	4	0.0923	0.5866
K22	O75122	4	0.3397	0.4152
P9	O75122	4	0.5585	0.2538
TetOn-BAG3	O75122	4	0.1238	0.5737
C10	O75127	4	0.2498	0.5214
homo+Bort	O75127	4	0.4680	0.3478
homo+DMSO	O75127	4	0.2494	0.5240
HSPB7	O75127	4	0.3334	0.4183
iPS_A4	O75127	4	0.2666	0.4546
iPS_K22	O75127	4	0.2480	0.5272
K22	O75127	4	0.2465	0.5288
A4	O75129	4	0.2442	0.5306
homo+Bort	O75129	4	0.2500	0.4623
iPS_A4	O75129	4	0.2229	0.5401
iPS_C10	O75129	4	0.4999	0.3244
iPS_K22	O75129	4	0.2499	0.5199
iPS_P9	O75129	4	0.2499	0.5199
iPS_WTc11	O75129	4	0.2500	0.4623
K22	O75129	4	0.4962	0.3320
TetOn-BAG3	O75129	4	0.2343	0.5358
A4	O75190	4	0.5000	0.2946
homo+Bort	O75190	4	0.2500	0.4623
homo+DMSO	O75190	4	0.2500	0.4623
iPS_A4	O75190	4	0.5607	0.2517
iPS_C10	O75190	4	0.2500	0.4623
iPS_K22	O75190	4	0.5000	0.2946
iPS_P9	O75190	4	0.2500	0.4623
iPS_WTc11	O75190	4	0.2500	0.4623
K22	O75190	4	0.2500	0.4623
P9	O75190	4	0.2500	0.4623
TetOn-BAG3	O75190	4	0.5000	0.2946
homo+Bort	O75362	4	0.2500	0.4623
homo+DMSO	O75362	4	0.2500	0.4623
iPS_WTc11	O75362	4	0.2500	0.4623
P9	O75362	4	0.2500	0.4623
A4	O75367	4	0.3373	0.4162
C10	O75367	4	0.2914	0.4421
homo+Bort	O75367	4	0.4392	0.3610
homo+DMSO	O75367	4	0.2370	0.5345
HSPB7	O75367	4	0.2319	0.5367
iPS_A4	O75367	4	0.2516	0.4617
iPS_C10	O75367	4	0.0419	0.6116
iPS_WTc11	O75367	4	0.0812	0.5906
K22	O75367	4	0.3972	0.3837
P9	O75367	4	0.2908	0.4423
TetOn-BAG3	O75367	4	0.3241	0.4233
C10	O75369	4	0.6850	0.1741
iPS_A4	O75369	4	0.7500	0.1017
iPS_C10	O75369	4	1.0000	0.0000
iPS_K22	O75369	4	0.2500	0.4623
iPS_P9	O75369	4	0.9998	0.0000
iPS_WTc11	O75369	4	0.7478	0.1403
P9	O75369	4	0.2500	0.4623
RBM20	O75369	1	1.0000	0.0000
C10	O75387	4	0.2658	0.4551
homo+Bort	O75387	4	0.4440	0.3587
homo+DMSO	O75387	4	0.1012	0.5828
HSPB7	O75387	4	0.2922	0.4418
iPS_A4	O75387	4	0.1287	0.5724
iPS_C10	O75387	4	0.3505	0.4089
iPS_K22	O75387	4	0.5212	0.2816
iPS_P9	O75387	4	0.6123	0.2154
iPS_WTc11	O75387	4	0.4059	0.3785
K22	O75387	4	0.1137	0.5775
P9	O75387	4	0.0440	0.6108
TetOn-BAG3	O75387	4	0.1952	0.5509
A4	O75390	4	0.2500	0.4623
C10	O75390	4	0.5000	0.2946
homo+Bort	O75390	4	0.2500	0.4623
HSPB7	O75390	4	0.5000	0.2946
iPS_P9	O75390	4	0.4995	0.3272
K22	O75390	4	0.5000	0.2946
P9	O75390	4	0.5000	0.2946
TetOn-BAG3	O75390	4	0.2500	0.4623
A4	O75400	4	0.2500	0.4623
homo+Bort	O75400	4	0.2500	0.4623
homo+DMSO	O75400	4	0.2500	0.4623
