Bait	Prey	#Rep	#Pep	AvgP	BFDR
RBM20	Q15084	1	5	0.3149	0.4702
TetOn-BAG3	Q15084	4	5	0.2193	0.5773
A4	Q15111	4	1	0.6808	0.1972
C10	Q15111	4	1	0.6480	0.2218
homo+Bort	Q15111	4	1	0.9096	0.0392
homo+DMSO	Q15111	4	1	0.8208	0.0918
HSPB7	Q15111	4	1	0.7526	0.1339
iPS_A4	Q15111	4	1	0.8744	0.0609
iPS_C10	Q15111	4	1	0.8192	0.0926
iPS_K22	Q15111	4	1	0.8283	0.0868
iPS_P9	Q15111	4	1	0.8591	0.0697
iPS_WTc11	Q15111	4	1	0.8812	0.0563
K22	Q15111	4	1	0.7683	0.1227
P9	Q15111	4	1	0.6591	0.2129
RBM20	Q15111	1	1	0.9255	0.0316
TetOn-BAG3	Q15111	4	1	0.7625	0.1262
A4	Q15113	4	1	0.2500	0.5036
homo+DMSO	Q15113	4	1	0.2500	0.5036
HSPB7	Q15113	4	1	0.2500	0.5036
iPS_A4	Q15113	4	1	0.2500	0.5036
iPS_P9	Q15113	4	1	0.2500	0.5036
iPS_WTc11	Q15113	4	1	0.2500	0.5036
K22	Q15113	4	1	0.2500	0.5036
P9	Q15113	4	1	0.5000	0.3249
A4	Q15208	4	29	0.8014	0.1018
C10	Q15208	4	29	0.9318	0.0267
homo+Bort	Q15208	4	29	0.7017	0.1798
homo+DMSO	Q15208	4	29	0.6501	0.2202
HSPB7	Q15208	4	29	0.8132	0.0954
iPS_A4	Q15208	4	29	0.7105	0.1722
iPS_C10	Q15208	4	29	0.9456	0.0171
iPS_K22	Q15208	4	29	0.9360	0.0236
iPS_P9	Q15208	4	29	0.9380	0.0219
iPS_WTc11	Q15208	4	29	0.7947	0.1050
K22	Q15208	4	29	0.8076	0.0985
P9	Q15208	4	29	0.9528	0.0122
RBM20	Q15208	1	29	0.9524	0.0129
TetOn-BAG3	Q15208	4	29	0.6691	0.2053
A4	Q15233	4	9	0.3443	0.4519
C10	Q15233	4	9	0.1621	0.6090
homo+Bort	Q15233	4	9	0.1343	0.6202
homo+DMSO	Q15233	4	9	0.2053	0.5861
HSPB7	Q15233	4	9	0.1681	0.6045
iPS_A4	Q15233	4	9	0.3968	0.4178
iPS_C10	Q15233	4	9	0.3513	0.4479
iPS_K22	Q15233	4	9	0.3098	0.4735
iPS_P9	Q15233	4	9	0.3076	0.4750
iPS_WTc11	Q15233	4	9	0.3495	0.4489
K22	Q15233	4	9	0.0825	0.6484
P9	Q15233	4	9	0.1649	0.6077
RBM20	Q15233	1	9	0.3664	0.4393
TetOn-BAG3	Q15233	4	9	0.2935	0.4837
C10	Q15293	4	1	0.2500	0.5036
iPS_P9	Q15293	4	1	0.2500	0.5036
K22	Q15293	4	1	0.2500	0.5036
P9	Q15293	4	1	0.2500	0.5036
C10	Q15327	4	8	0.0625	0.6558
homo+Bort	Q15327	4	8	0.6249	0.2409
K22	Q15327	4	8	0.0618	0.6564
A4	Q15345	4	1	0.1577	0.6108
C10	Q15345	4	1	0.5457	0.2949
homo+Bort	Q15345	4	1	0.7069	0.1760
homo+DMSO	Q15345	4	1	0.4047	0.4128
HSPB7	Q15345	4	1	0.1947	0.5917
iPS_A4	Q15345	4	1	0.2099	0.5834
iPS_C10	Q15345	4	1	0.5856	0.2685
iPS_K22	Q15345	4	1	0.2392	0.5604
iPS_P9	Q15345	4	1	0.7501	0.1353
iPS_WTc11	Q15345	4	1	0.4238	0.3993
K22	Q15345	4	1	0.6200	0.2451
P9	Q15345	4	1	0.3194	0.4673
RBM20	Q15345	1	1	0.8549	0.0730
TetOn-BAG3	Q15345	4	1	0.3918	0.4209
A4	Q15365	4	8	0.4461	0.3851
C10	Q15365	4	8	0.4260	0.3982
homo+Bort	Q15365	4	8	0.4362	0.3915
homo+DMSO	Q15365	4	8	0.3101	0.4733
HSPB7	Q15365	4	8	0.4191	0.4024
iPS_A4	Q15365	4	8	0.5653	0.2821
iPS_C10	Q15365	4	8	0.7435	0.1496
iPS_K22	Q15365	4	8	0.6334	0.2321
iPS_P9	Q15365	4	8	0.7037	0.1785
iPS_WTc11	Q15365	4	8	0.6006	0.2569
K22	Q15365	4	8	0.1626	0.6087
P9	Q15365	4	8	0.5038	0.3223
RBM20	Q15365	1	8	0.3707	0.4369
TetOn-BAG3	Q15365	4	8	0.3653	0.4398
A4	Q15366	4	2	0.1903	0.5943
C10	Q15366	4	2	0.3294	0.4615
homo+Bort	Q15366	4	2	0.2156	0.5798
homo+DMSO	Q15366	4	2	0.1739	0.6022
HSPB7	Q15366	4	2	0.3160	0.4696
iPS_A4	Q15366	4	2	0.4664	0.3704
iPS_C10	Q15366	4	2	0.5906	0.2648
iPS_K22	Q15366	4	2	0.2133	0.5814
iPS_P9	Q15366	4	2	0.6748	0.2006
iPS_WTc11	Q15366	4	2	0.5293	0.3074
K22	Q15366	4	2	0.0666	0.6545
P9	Q15366	4	2	0.1802	0.5996
TetOn-BAG3	Q15366	4	2	0.4115	0.4089
HSPB7	Q15370	4	2	0.1250	0.6232
iPS_A4	Q15370	4	2	0.2500	0.5036
iPS_K22	Q15370	4	2	0.2500	0.5036
iPS_P9	Q15370	4	2	0.1242	0.6294
A4	Q15386	4	1	0.3129	0.4715
homo+DMSO	Q15386	4	1	0.2814	0.4903
HSPB7	Q15386	4	1	0.1799	0.5997
iPS_A4	Q15386	4	1	0.1835	0.5979
iPS_C10	Q15386	4	1	0.1950	0.5915
iPS_P9	Q15386	4	1	0.1471	0.6153
iPS_WTc11	Q15386	4	1	0.1713	0.6030
K22	Q15386	4	1	0.3632	0.4412
P9	Q15386	4	1	0.1850	0.5971
A4	Q15393	4	14	0.3314	0.4604
C10	Q15393	4	14	0.3747	0.4336
homo+Bort	Q15393	4	14	0.0315	0.6641
homo+DMSO	Q15393	4	14	0.0428	0.6618
HSPB7	Q15393	4	14	0.3685	0.4381
iPS_A4	Q15393	4	14	0.5289	0.3078
iPS_C10	Q15393	4	14	0.8294	0.0864
iPS_K22	Q15393	4	14	0.6552	0.2158
iPS_P9	Q15393	4	14	0.7509	0.1348
iPS_WTc11	Q15393	4	14	0.5109	0.3188
K22	Q15393	4	14	0.0789	0.6499
P9	Q15393	4	14	0.3776	0.4298
RBM20	Q15393	1	14	0.4124	0.4082
TetOn-BAG3	Q15393	4	14	0.3025	0.4781
A4	Q15413	4	1	0.2205	0.5764
homo+Bort	Q15413	4	1	0.2293	0.5695
homo+DMSO	Q15413	4	1	0.2458	0.5537
iPS_A4	Q15413	4	1	0.1799	0.5997
iPS_C10	Q15413	4	1	0.1910	0.5938
iPS_K22	Q15413	4	1	0.4696	0.3682
iPS_P9	Q15413	4	1	0.4950	0.3498
iPS_WTc11	Q15413	4	1	0.1733	0.6024
K22	Q15413	4	1	0.4041	0.4133
P9	Q15413	4	1	0.2500	0.5036
TetOn-BAG3	Q15413	4	1	0.2272	0.5717
homo+Bort	Q15424	4	1	0.2484	0.5506
homo+DMSO	Q15424	4	1	0.2485	0.5505
C10	Q15428	4	1	0.2499	0.5420
iPS_A4	Q15428	4	1	0.2500	0.5036
iPS_C10	Q15428	4	1	0.5000	0.3249
P9	Q15428	4	1	0.2500	0.5036
A4	Q15459	4	5	0.0645	0.6552
C10	Q15459	4	5	0.1161	0.6341
homo+Bort	Q15459	4	5	0.0855	0.6448
homo+DMSO	Q15459	4	5	0.0717	0.6526
HSPB7	Q15459	4	5	0.0834	0.6451
iPS_A4	Q15459	4	5	0.2281	0.5707
iPS_C10	Q15459	4	5	0.2203	0.5766
iPS_K22	Q15459	4	5	0.2499	0.5420
iPS_P9	Q15459	4	5	0.1489	0.6147
iPS_WTc11	Q15459	4	5	0.1803	0.5995
K22	Q15459	4	5	0.0644	0.6553
P9	Q15459	4	5	0.2517	0.5032
C10	Q15649	4	1	0.2500	0.5036
homo+DMSO	Q15649	4	1	0.2495	0.5477
HSPB7	Q15649	4	1	0.2500	0.5036
iPS_A4	Q15649	4	1	0.2500	0.5036
iPS_C10	Q15649	4	1	0.5000	0.3249
iPS_K22	Q15649	4	1	0.5000	0.3249
iPS_P9	Q15649	4	1	0.2499	0.5420
iPS_WTc11	Q15649	4	1	0.2500	0.5036
P9	Q15649	4	1	0.2500	0.5036
A4	Q15717	4	2	0.1149	0.6348
C10	Q15717	4	2	0.2111	0.5828
homo+Bort	Q15717	4	2	0.1169	0.6338
homo+DMSO	Q15717	4	2	0.2003	0.5888
HSPB7	Q15717	4	2	0.3215	0.4659
iPS_A4	Q15717	4	2	0.2469	0.5525
iPS_C10	Q15717	4	2	0.1207	0.6317
iPS_K22	Q15717	4	2	0.1155	0.6344
iPS_P9	Q15717	4	2	0.0587	0.6577
iPS_WTc11	Q15717	4	2	0.2425	0.5572
K22	Q15717	4	2	0.0977	0.6413
A4	Q15746	4	1	0.2500	0.5036
homo+Bort	Q15746	4	1	0.5000	0.3249
homo+DMSO	Q15746	4	1	0.2461	0.5532
HSPB7	Q15746	4	1	0.2500	0.5036
iPS_C10	Q15746	4	1	0.2500	0.5036
iPS_K22	Q15746	4	1	0.2500	0.5036
iPS_WTc11	Q15746	4	1	0.4995	0.3430
K22	Q15746	4	1	0.5000	0.3249
P9	Q15746	4	1	0.5000	0.3249
iPS_A4	Q15751	4	1	0.2500	0.5036
iPS_C10	Q15751	4	1	0.2500	0.5036
iPS_K22	Q15751	4	1	0.2500	0.5036
K22	Q15751	4	1	0.2500	0.5036
A4	Q15773	4	6	0.7486	0.1460
C10	Q15773	4	6	0.5833	0.2695
homo+Bort	Q15773	4	6	0.4166	0.4043
homo+DMSO	Q15773	4	6	0.4968	0.3481
iPS_A4	Q15773	4	6	0.1667	0.6049
iPS_C10	Q15773	4	6	0.4157	0.4058
iPS_P9	Q15773	4	6	0.0750	0.6516
K22	Q15773	4	6	0.0807	0.6491
P9	Q15773	4	6	0.0833	0.6451
TetOn-BAG3	Q15773	4	6	0.3333	0.4574
iPS_C10	Q15788	4	2	0.1229	0.6304
homo+Bort	Q15849	4	1	0.1649	0.6077
homo+DMSO	Q15849	4	1	0.2162	0.5793
HSPB7	Q15849	4	1	0.2231	0.5748
iPS_A4	Q15849	4	1	0.3128	0.4716
iPS_C10	Q15849	4	1	0.2098	0.5835
iPS_K22	Q15849	4	1	0.4485	0.3830
iPS_P9	Q15849	4	1	0.3794	0.4288
iPS_WTc11	Q15849	4	1	0.0041	0.6683
P9	Q15849	4	1	0.2245	0.5735
TetOn-BAG3	Q15849	4	1	0.2789	0.4917
HSPB7	Q15910	4	1	0.2500	0.5036
homo+Bort	Q15911	4	1	0.5000	0.3249
homo+DMSO	Q15911	4	1	0.2500	0.5036
iPS_K22	Q15911	4	1	0.2500	0.5036
iPS_WTc11	Q15911	4	1	0.2500	0.5036
K22	Q15911	4	1	0.2500	0.5036
P9	Q15911	4	1	0.2500	0.5036
RBM20	Q15911	1	1	1.0000	0.0000
C10	Q15942	4	4	0.0833	0.6451
iPS_A4	Q15942	4	4	0.2500	0.5036
iPS_C10	Q15942	4	4	0.4940	0.3507
iPS_K22	Q15942	4	4	0.2500	0.5036
iPS_P9	Q15942	4	4	0.6666	0.2071
iPS_WTc11	Q15942	4	4	0.2500	0.5036
K22	Q15942	4	4	0.0833	0.6451
P9	Q15942	4	4	0.4166	0.4043
A4	Q16181	4	5	0.1541	0.6122
C10	Q16181	4	5	0.5289	0.3078
homo+Bort	Q16181	4	5	0.3103	0.4732
homo+DMSO	Q16181	4	5	0.2877	0.4868
HSPB7	Q16181	4	5	0.3870	0.4240
iPS_A4	Q16181	4	5	0.4046	0.4130
iPS_C10	Q16181	4	5	0.4775	0.3619
iPS_K22	Q16181	4	5	0.4667	0.3700
iPS_P9	Q16181	4	5	0.3770	0.4300
iPS_WTc11	Q16181	4	5	0.3988	0.4167
K22	Q16181	4	5	0.3035	0.4776
P9	Q16181	4	5	0.5561	0.2888
RBM20	Q16181	1	5	0.6311	0.2340
TetOn-BAG3	Q16181	4	5	0.1046	0.6386
C10	Q16270	4	1	0.2500	0.5036
homo+DMSO	Q16280	4	1	0.2500	0.5036
K22	Q16280	4	1	0.2500	0.5036
TetOn-BAG3	Q16280	4	1	0.2500	0.5036
iPS_A4	Q16401	4	4	0.1666	0.6061
iPS_C10	Q16401	4	4	0.2500	0.5036
iPS_K22	Q16401	4	4	0.0833	0.6451
iPS_P9	Q16401	4	4	0.3333	0.4574
iPS_WTc11	Q16401	4	4	0.1646	0.6078
TetOn-BAG3	Q16401	4	4	0.0828	0.6482
A4	Q16527	4	7	0.0984	0.6409
C10	Q16527	4	7	0.5952	0.2617
homo+Bort	Q16527	4	7	0.0981	0.6411
homo+DMSO	Q16527	4	7	0.0605	0.6569
HSPB7	Q16527	4	7	0.2703	0.4960
iPS_A4	Q16527	4	7	0.3796	0.4287
iPS_C10	Q16527	4	7	0.2858	0.4882
iPS_K22	Q16527	4	7	0.1848	0.5973
iPS_P9	Q16527	4	7	0.3958	0.4183
iPS_WTc11	Q16527	4	7	0.3167	0.4690
K22	Q16527	4	7	0.1791	0.6001
P9	Q16527	4	7	0.5637	0.2830
RBM20	Q16527	1	7	0.9963	0.0002
TetOn-BAG3	Q16527	4	7	0.1071	0.6378
